replicate,model,model_label,n_train,n_test,best_c,best_weight,roc_auc,f1,accuracy,precision,recall,brier,ece
75,orig_sleep_hr,Original: Sleep + HR,409,125,0.1,balanced,0.920735294117647,0.8607594936708861,0.912,0.8717948717948718,0.85,0.07037932878853231,0.07400617262197169
75,orig_quality_pa,Original: Quality + PA,409,125,0.1,balanced,0.9179411764705881,0.8888888888888888,0.928,0.8780487804878049,0.9,0.06681045494072067,0.07266310503171822
75,compressed,Compressed Derived,409,125,0.1,balanced,0.916470588235294,0.8888888888888888,0.928,0.8780487804878049,0.9,0.0727970534901673,0.09399573815647395
75,enhanced,Compressed + Interaction,409,125,0.1,balanced,0.9158823529411765,0.8607594936708861,0.912,0.8717948717948718,0.85,0.07097214268998665,0.08370752918111098
76,orig_quality_hr,Original: Quality + HR,367,145,0.1,None,0.9511111111111111,0.8545454545454545,0.8896551724137931,0.8545454545454545,0.8545454545454545,0.07815195823500666,0.0687460280732572
76,orig_sleep_pa,Original: Sleep + PA,367,145,0.1,None,0.9502020202020203,0.8545454545454545,0.8896551724137931,0.8545454545454545,0.8545454545454545,0.08536387869382542,0.05131277061953022
76,orig_sleep_hr,Original: Sleep + HR,367,145,0.1,None,0.9538383838383838,0.8545454545454545,0.8896551724137931,0.8545454545454545,0.8545454545454545,0.08400824424890281,0.07279713091483961
76,orig_quality_pa,Original: Quality + PA,367,145,0.1,None,0.9468686868686869,0.8545454545454545,0.8896551724137931,0.8545454545454545,0.8545454545454545,0.07846749930843458,0.05304683974202727
76,compressed,Compressed Derived,367,145,0.1,None,0.9533333333333334,0.8545454545454545,0.8896551724137931,0.8545454545454545,0.8545454545454545,0.08209664740147021,0.06996332852984657
76,enhanced,Compressed + Interaction,367,145,0.1,None,0.9533333333333334,0.8545454545454545,0.8896551724137931,0.8545454545454545,0.8545454545454545,0.08456614839603535,0.05664026213086185
77,orig_quality_hr,Original: Quality + HR,323,162,1.0,None,0.9551067073170731,0.9341317365269461,0.9320987654320988,0.896551724137931,0.975,0.060759532279865,0.03962702065764611
77,orig_sleep_pa,Original: Sleep + PA,323,162,0.1,None,0.9529725609756097,0.9079754601226994,0.9074074074074074,0.891566265060241,0.925,0.07399549608813638,0.05079392664684341
77,orig_sleep_hr,Original: Sleep + HR,323,162,0.1,None,0.9493140243902438,0.9079754601226994,0.9074074074074074,0.891566265060241,0.925,0.06948956928367049,0.04383890988324521
77,orig_quality_pa,Original: Quality + PA,323,162,1.0,None,0.9526676829268292,0.9079754601226994,0.9074074074074074,0.891566265060241,0.925,0.06414754309145415,0.04143260329290665
77,compressed,Compressed Derived,323,162,0.1,None,0.9544969512195123,0.9079754601226994,0.9074074074074074,0.891566265060241,0.925,0.06715650604024648,0.04999648781192025
77,enhanced,Compressed + Interaction,323,162,0.1,None,0.9566310975609755,0.9079754601226994,0.9074074074074074,0.891566265060241,0.925,0.06937097802849278,0.03683467991312925
78,orig_quality_hr,Original: Quality + HR,327,188,0.1,balanced,0.9549993910607721,0.9219858156028369,0.9414893617021277,0.9027777777777778,0.9420289855072463,0.05789582920023646,0.058637558903446824
78,orig_sleep_pa,Original: Sleep + PA,327,188,0.1,balanced,0.9581658750456705,0.9064748201438849,0.9308510638297872,0.9,0.9130434782608695,0.06415864975267355,0.04934417731341269
78,orig_sleep_hr,Original: Sleep + HR,327,188,1.0,None,0.9571915722810864,0.9064748201438849,0.9308510638297872,0.9,0.9130434782608695,0.06003806163962661,0.037273992310146414
78,orig_quality_pa,Original: Quality + PA,327,188,0.1,None,0.9552429667519181,0.9064748201438849,0.9308510638297872,0.9,0.9130434782608695,0.057140161100849234,0.0461859236559506
78,compressed,Compressed Derived,327,188,1.0,None,0.9520764827670198,0.8872180451127819,0.9202127659574468,0.921875,0.855072463768116,0.06269817900073399,0.032891954107286785
78,enhanced,Compressed + Interaction,327,188,0.1,None,0.9548776032151992,0.9064748201438849,0.9308510638297872,0.9,0.9130434782608695,0.05934877745358941,0.042567614898860656
79,orig_quality_hr,Original: Quality + HR,299,158,0.1,None,0.9505371172037839,0.9403973509933775,0.9430379746835443,0.9594594594594594,0.922077922077922,0.072180531221176,0.0982484313009973
79,orig_sleep_pa,Original: Sleep + PA,299,158,0.1,None,0.9410774410774412,0.9261744966442953,0.930379746835443,0.9583333333333334,0.8961038961038961,0.07411125091770131,0.054995019585713296
79,orig_sleep_hr,Original: Sleep + HR,299,158,1.0,balanced,0.938351771685105,0.9342105263157895,0.9367088607594937,0.9466666666666667,0.922077922077922,0.07406886073443948,0.05738531024554372
79,orig_quality_pa,Original: Quality + PA,299,158,0.1,None,0.950376783710117,0.9403973509933775,0.9430379746835443,0.9594594594594594,0.922077922077922,0.06748636153827596,0.07200423235399338
79,compressed,Compressed Derived,299,158,0.1,None,0.9431617764951098,0.9403973509933775,0.9430379746835443,0.9594594594594594,0.922077922077922,0.07641010573537586,0.06856661085529131
79,enhanced,Compressed + Interaction,299,158,0.1,None,0.9415584415584416,0.9403973509933775,0.9430379746835443,0.9594594594594594,0.922077922077922,0.0754170838611077,0.06274852424332804
80,orig_quality_hr,Original: Quality + HR,346,155,1.0,balanced,0.9059414368403131,0.8837209302325582,0.9032258064516129,0.9047619047619048,0.8636363636363636,0.08974134645216789,0.07211259960138733
80,orig_sleep_pa,Original: Sleep + PA,346,155,0.1,None,0.9443309499489273,0.916030534351145,0.9290322580645162,0.9230769230769231,0.9090909090909091,0.07300812226887674,0.07986156987102655
80,orig_sleep_hr,Original: Sleep + HR,346,155,1.0,balanced,0.9448416751787537,0.9253731343283582,0.9354838709677419,0.9117647058823529,0.9393939393939394,0.07405243258520483,0.07093767249937734
80,orig_quality_pa,Original: Quality + PA,346,155,1.0,None,0.9444160708205652,0.9090909090909091,0.9225806451612903,0.9090909090909091,0.9090909090909091,0.06585920053479868,0.0377339303193218
80,compressed,Compressed Derived,346,155,10.0,None,0.8998127340823969,0.8661417322834646,0.8903225806451613,0.9016393442622951,0.8333333333333334,0.09192474777102534,0.07499991047999398
80,enhanced,Compressed + Interaction,346,155,1.0,balanced,0.9100272386789241,0.9090909090909091,0.9225806451612903,0.9090909090909091,0.9090909090909091,0.08327956408395182,0.09130828377888019
